drug_name,reaction,n,total_drug,total_reaction,ror,pct_of_drug
Бисопролол,Тошнота,1,43,222,1.0047271278714647,2.3255813953488373
Торасемид,Нарушение зрения,2,73,220,1.0047046774735562,2.73972602739726
Парацетамол,Анемия,2,86,187,1.0045614762595894,2.3255813953488373
Атенолол,Желудочно-кишечные расстройства,3,96,236,1.000435136094539,3.125
Ламотриджин,Тахикардия,2,74,218,1.0001592737118739,2.7027027027027026
Бисопролол,Нарушение вкуса,1,43,223,1.0000528750826172,2.3255813953488373
Эсзопиклон,Изжога,2,73,221,0.9999681411982096,2.73972602739726
Эсзопиклон,Отёки,2,73,222,0.9952745667031383,2.73972602739726
Омепразол,Тромбоцитопения,2,70,232,0.9926848963693652,2.857142857142857
Дексаметазон,Головокружение,1,47,206,0.9916804018522878,2.127659574468085
Дабигатран,Головокружение,1,47,206,0.9916804018522878,2.127659574468085
Эсзопиклон,Нарушение вкуса,2,73,223,0.9906233721132142,2.73972602739726
Лизиноприл,Нарушение вкуса,2,73,223,0.9906233721132142,2.73972602739726
Телмисартан,Желудочно-кишечные расстройства,2,69,236,0.9897338703308852,2.898550724637681
Валсартан,Анемия,1,52,187,0.9888076212290794,1.9230769230769231
Гидрохлоротиазид,Миалгия,1,45,216,0.986913110352199,2.2222222222222223
Пентоксифиллин,Миалгия,1,45,216,0.986913110352199,2.2222222222222223
Тразодон,Запор,1,45,216,0.986913110352199,2.2222222222222223
Цилостазол,Изжога,1,44,221,0.986081789037454,2.272727272727273
Молсидомин,Изжога,2,74,221,0.9860183803314743,2.7027027027027026
Нифедипин,Гипогликемия,1,50,195,0.9855106333255433,2.0
Апиксабан,Гипогликемия,1,50,195,0.9855106333255433,2.0
Ибупрофен,Гипогликемия,2,84,195,0.9854357528776133,2.380952380952381
Омепразол,Метеоризм,2,70,234,0.9838317243544461,2.857142857142857
Ривароксабан,Метеоризм,2,70,234,0.9838317243544461,2.857142857142857
Фондапаринукс,Запор,2,76,216,0.9823845058744387,2.631578947368421
Фондапаринукс,Миалгия,2,76,216,0.9823845058744387,2.631578947368421
Пентоксифиллин,Повышение креатинина,1,45,217,0.9821989257077615,2.2222222222222223
Эсциталопрам,Повышение креатинина,1,45,217,0.9821989257077615,2.2222222222222223
Леветирацетам,Повышение креатинина,1,45,217,0.9821989257077615,2.2222222222222223
Каптоприл,Гипотензия,1,44,222,0.9814742741496069,2.272727272727273
Каптоприл,Отёки,1,44,222,0.9814742741496069,2.272727272727273
Лизиноприл,Головная боль,2,73,225,0.9814458472176594,2.73972602739726
Молсидомин,Отёки,2,74,222,0.9813902572523262,2.7027027027027026
Молсидомин,Гипотензия,2,74,222,0.9813902572523262,2.7027027027027026
Теразозин,Тахикардия,1,45,218,0.9775280898876404,2.2222222222222223
Тразодон,Тахикардия,1,45,218,0.9775280898876404,2.2222222222222223
Этосуксимид,Нарушение зрения,2,75,220,0.9770544373355751,2.666666666666667
Цилостазол,Нарушение вкуса,1,44,223,0.9769081751259202,2.272727272727273
Гидралазин,Сухость во рту,1,58,170,0.9761446710273182,1.7241379310344827
Небиволол,Бессонница,2,66,250,0.9756991561773742,3.0303030303030303
Азилсартан,Бессонница,2,66,250,0.9756991561773742,3.0303030303030303
Цефтриаксон,Бессонница,2,66,250,0.9756991561773742,3.0303030303030303
Трандолаприл,Сыпь,2,67,247,0.9728548996439732,2.9850746268656714
Лизиноприл,Лейкопения,2,73,227,0.9724311165552852,2.73972602739726
Цилостазол,Брадикардия,1,44,224,0.9723829360487541,2.272727272727273
Ламотриджин,Брадикардия,2,74,224,0.9722588144130182,2.7027027027027026
Дипиридамол,Гиперкалиемия,1,47,210,0.9721302640695973,2.127659574468085
Дабигатран,Гиперкалиемия,1,47,210,0.9721302640695973,2.127659574468085
Апиксабан,Аллергические реакции,1,50,198,0.9700805523590335,2.0
Тамсулозин,Анемия,1,53,187,0.9698199923400995,1.8867924528301887
Золпидем,Анемия,1,53,187,0.9698199923400995,1.8867924528301887
Циталопрам,Анемия,1,53,187,0.9698199923400995,1.8867924528301887
Амлодипин,Анемия,1,53,187,0.9698199923400995,1.8867924528301887
Тразодон,Нарушение зрения,1,45,220,0.96831409485296,2.2222222222222223
Леветирацетам,Нарушение зрения,1,45,220,0.96831409485296,2.2222222222222223
Цилостазол,Головная боль,1,44,225,0.9678980109054603,2.272727272727273
Этосуксимид,Тошнота,2,75,222,0.9678837521403121,2.666666666666667
Дабигатран,Шум в ушах,1,47,211,0.9673588230786913,2.127659574468085
Азитромицин,Кашель,1,51,195,0.9658428567792511,1.9607843137254901
Дилтиазем,Гипогликемия,1,51,195,0.9658428567792511,1.9607843137254901
Клонидин,Кашель,1,51,195,0.9658428567792511,1.9607843137254901
Амилорид,Кашель,1,51,195,0.9658428567792511,1.9607843137254901
Клонидин,Гипогликемия,1,51,195,0.9658428567792511,1.9607843137254901
Правастатин,Усталость,2,71,235,0.965214980050221,2.8169014084507045
Этосуксимид,Нарушение вкуса,2,75,223,0.963360513505628,2.666666666666667
Спиронолактон,Сонливость,1,38,261,0.9629942418426104,2.631578947368421
Аторвастатин,Сонливость,2,64,261,0.9628516377649325,3.125
Периндоприл,Желудочно-кишечные расстройства,2,71,236,0.9609455292908531,2.8169014084507045
Фуросемид,Бессонница,2,67,250,0.9606493925384368,2.9850746268656714
Флувоксамин,Сухость во рту,1,59,170,0.9593071628469858,1.694915254237288
Метформин,Сухость во рту,1,59,170,0.9593071628469858,1.694915254237288
Леветирацетам,Гипотензия,1,45,222,0.9592664925051361,2.2222222222222223
Теразозин,Тошнота,1,45,222,0.9592664925051361,2.2222222222222223
Леветирацетам,Отёки,1,45,222,0.9592664925051361,2.2222222222222223
Эсциталопрам,Гипотензия,1,45,222,0.9592664925051361,2.2222222222222223
Гидрохлоротиазид,Гипотензия,1,45,222,0.9592664925051361,2.2222222222222223
Пентоксифиллин,Гипотензия,1,45,222,0.9592664925051361,2.2222222222222223
Цилостазол,Лейкопения,1,44,227,0.9590469665829336,2.272727272727273
Каптоприл,Лейкопения,1,44,227,0.9590469665829336,2.272727272727273
Кандесартан,Аллергические реакции,2,85,198,0.9581600158461703,2.3529411764705883
Моксонидин,Сыпь,2,68,247,0.9580723703352066,2.941176470588235
Тразодон,Нарушение вкуса,1,45,223,0.9548036864032318,2.2222222222222223
Эсциталопрам,Нарушение вкуса,1,45,223,0.9548036864032318,2.2222222222222223
Фондапаринукс,Тошнота,2,76,222,0.9547398377695597,2.631578947368421
Пропранолол,Головокружение,2,82,206,0.954228613950098,2.4390243902439024
Эзетимиб,Усталость,2,72,235,0.9513721202180814,2.7777777777777777
Карбамазепин,Тромбоцитопения,2,73,232,0.9505787054593997,2.73972602739726
Валсартан,Гипогликемия,1,52,195,0.9469388773803878,1.9230769230769231
Парацетамол,Аллергические реакции,2,86,198,0.9466702801993466,2.3255813953488373
Пентоксифиллин,Головная боль,1,45,225,0.9459973474137283,2.2222222222222223
Теразозин,Головная боль,1,45,225,0.9459973474137283,2.2222222222222223
Ирбесартан,Запор,1,47,216,0.9441658558491131,2.127659574468085
Доксепин,Миалгия,1,47,216,0.9441658558491131,2.127659574468085
Бупропион,Миалгия,2,79,216,0.9439055568087825,2.5316455696202533
Ацетилсалициловая кислота,Сыпь,2,69,247,0.9437278418948479,2.898550724637681
Эсциталопрам,Диарея,1,45,226,0.9416527566705697,2.2222222222222223
Теразозин,Диарея,1,45,226,0.9416527566705697,2.2222222222222223
Дабигатран,Повышение креатинина,1,47,217,0.9396558146465023,2.127659574468085
Доксепин,Повышение креатинина,1,47,217,0.9396558146465023,2.127659574468085
Лизиноприл,Усталость,2,73,235,0.937916473248379,2.73972602739726
Каптоприл,Тромбоцитопения,1,44,232,0.9375884412005661,2.272727272727273
Гидрохлоротиазид,Лейкопения,1,45,227,0.9373465287595802,2.2222222222222223
Фондапаринукс,Диарея,2,76,226,0.9371309845891691,2.631578947368421
Дексаметазон,Тахикардия,1,47,218,0.9351872450871338,2.127659574468085
Доксепин,Тахикардия,1,47,218,0.9351872450871338,2.127659574468085
Ирбесартан,Тахикардия,1,47,218,0.9351872450871338,2.127659574468085
Дабигатран,Тахикардия,1,47,218,0.9351872450871338,2.127659574468085
Клопидогрел,Анемия,1,55,187,0.9339351157242296,1.8181818181818181
Розувастатин,Анемия,1,55,187,0.9339351157242296,1.8181818181818181
Эсзопиклон,Желудочно-кишечные расстройства,2,73,236,0.933767724812501,2.73972602739726
Фондапаринукс,Лейкопения,2,76,227,0.9328263813449604,2.631578947368421
Цилостазол,Метеоризм,1,44,234,0.9292623495532747,2.272727272727273
Молсидомин,Метеоризм,2,74,234,0.9289581015943642,2.7027027027027026
Тамсулозин,Кашель,1,53,195,0.9287550495776716,1.8867924528301887
Тамсулозин,Гипогликемия,1,53,195,0.9287550495776716,1.8867924528301887
Лозартан,Кашель,2,89,195,0.9283868586194167,2.247191011235955
Изосорбида мононитрат,Сухость во рту,1,61,170,0.9273019820083377,1.639344262295082
Верапамил,Сухость во рту,1,61,170,0.9273019820083377,1.639344262295082
Ламотриджин,Усталость,2,74,235,0.92483201653991,2.7027027027027026
Этосуксимид,Тромбоцитопения,2,75,232,0.9244174893384687,2.666666666666667
Флуоксетин,Повышение печёночных ферментов,2,86,203,0.9224455635984553,2.3255813953488373
Дабигатран,Изжога,1,47,221,0.9220247238680417,2.127659574468085
Доксепин,Изжога,1,47,221,0.9220247238680417,2.127659574468085
Кандесартан,Головокружение,2,85,206,0.9195057318126584,2.3529411764705883
Рамиприл,Сонливость,2,67,261,0.9183103149038815,2.9850746268656714
Омепразол,Бессонница,2,70,250,0.9181365565656713,2.857142857142857
Дипиридамол,Отёки,1,47,222,0.9177164494283843,2.127659574468085
Дипиридамол,Гипотензия,1,47,222,0.9177164494283843,2.127659574468085
Дексаметазон,Тошнота,1,47,222,0.9177164494283843,2.127659574468085
Доксепин,Тошнота,1,47,222,0.9177164494283843,2.127659574468085
Дексаметазон,Гипотензия,1,47,222,0.9177164494283843,2.127659574468085
Диазепам,Анемия,1,56,187,0.9169625389464533,1.7857142857142856
Тразодон,Тромбоцитопения,1,45,232,0.9163734316984978,2.2222222222222223
Циталопрам,Аллергические реакции,1,53,198,0.9142133815551536,1.8867924528301887
Дипиридамол,Нарушение вкуса,1,47,223,0.9134469010511054,2.127659574468085
Азитромицин,Головокружение,1,51,206,0.912553299125533,1.9607843137254901
Симвастатин,Сухость во рту,1,62,170,0.9120800057558097,1.6129032258064515
Доксазозин,Сухость во рту,1,62,170,0.9120800057558097,1.6129032258064515
Флуоксетин,Головокружение,2,86,206,0.9084793333429781,2.3255813953488373
Леветирацетам,Метеоризм,1,45,234,0.9082356903977093,2.2222222222222223
Доксепин,Головная боль,1,47,225,0.9050219124937137,2.127659574468085
Теразозин,Усталость,1,45,235,0.9042188735296232,2.2222222222222223
Пропранолол,Повышение креатинина,2,82,217,0.9039356688907784,2.4390243902439024
Дипиридамол,Диарея,1,47,226,0.9008654602675059,2.127659574468085
Бупропион,Диарея,2,79,226,0.9004238810259358,2.5316455696202533
Тразодон,Желудочно-кишечные расстройства,1,45,236,0.9002361697559579,2.2222222222222223
Дипиридамол,Лейкопения,1,47,227,0.8967457096062095,2.127659574468085
Доксепин,Лейкопения,1,47,227,0.8967457096062095,2.127659574468085
Дабигатран,Лейкопения,1,47,227,0.8967457096062095,2.127659574468085
Клонидин,Гиперкалиемия,1,51,210,0.8945627259623337,1.9607843137254901
Дилтиазем,Гиперкалиемия,1,51,210,0.8945627259623337,1.9607843137254901
Амилорид,Гиперкалиемия,1,51,210,0.8945627259623337,1.9607843137254901
Розувастатин,Кашель,1,55,195,0.894389283271621,1.8181818181818181
Клопидогрел,Гипогликемия,1,55,195,0.894389283271621,1.8181818181818181
Никорандил,Гипогликемия,1,55,195,0.894389283271621,1.8181818181818181
Телмисартан,Сонливость,2,69,261,0.8908156711624919,2.898550724637681
Флуоксетин,Гиперкалиемия,2,86,210,0.8904828799682147,2.3255813953488373
Нифедипин,Запор,1,50,216,0.886521830837376,2.0
Апиксабан,Миалгия,1,50,216,0.886521830837376,2.0
Аторвастатин,Сухость во рту,1,64,170,0.8830743502194969,1.5625
Нифедипин,Повышение креатинина,1,50,217,0.8822870739729862,2.0
Ибупрофен,Повышение креатинина,2,84,217,0.8817408422976868,2.380952380952381
Никорандил,Аллергические реакции,1,55,198,0.880385553361979,1.8181818181818181
Цилостазол,Сыпь,1,44,247,0.8784360355319298,2.272727272727273
Эноксапарин,Кашель,1,56,195,0.8781352046133537,1.7857142857142856
Диазепам,Гипогликемия,1,56,195,0.8781352046133537,1.7857142857142856
Венлафаксин,Кашель,1,56,195,0.8781352046133537,1.7857142857142856
Эноксапарин,Гипогликемия,1,56,195,0.8781352046133537,1.7857142857142856
Венлафаксин,Гипогликемия,1,56,195,0.8781352046133537,1.7857142857142856
Диазепам,Кашель,1,56,195,0.8781352046133537,1.7857142857142856
Омепразол,Сонливость,2,70,261,0.8776704217824846,2.857142857142857
Амлодипин,Головокружение,1,53,206,0.8775112964893986,1.8867924528301887
Тамсулозин,Головокружение,1,53,206,0.8775112964893986,1.8867924528301887
Лозартан,Головокружение,2,89,206,0.8769123297240656,2.247191011235955
Кандесартан,Запор,2,85,216,0.8752425219491088,2.3529411764705883
Клоназепам,Повышение печёночных ферментов,1,54,203,0.8741433021806854,1.8518518518518516
Кандесартан,Повышение креатинина,2,85,217,0.8710421384608973,2.3529411764705883
Нифедипин,Нарушение зрения,1,50,220,0.8698143162835645,2.0
Дипиридамол,Метеоризм,1,47,234,0.8688954893969745,2.127659574468085
Ирбесартан,Метеоризм,1,47,234,0.8688954893969745,2.127659574468085
Цилостазол,Бессонница,1,44,250,0.8674590560431207,2.272727272727273
Ламотриджин,Бессонница,2,74,250,0.8669256920835358,2.7027027027027026
Пропранолол,Диарея,2,82,226,0.8664527106475398,2.4390243902439024
Правастатин,Сонливость,2,71,261,0.8649034529601752,2.8169014084507045
Парацетамол,Миалгия,2,86,216,0.8647466931490599,2.3255813953488373
Дилтиазем,Повышение креатинина,1,51,217,0.8646788466375506,1.9607843137254901
Азитромицин,Повышение креатинина,1,51,217,0.8646788466375506,1.9607843137254901
Диазепам,Аллергические реакции,1,56,198,0.8643859048922341,1.7857142857142856
Фенофибрат,Аллергические реакции,1,56,198,0.8643859048922341,1.7857142857142856
Апиксабан,Гипотензия,1,50,222,0.8616868458854914,2.0
Ибупрофен,Тошнота,2,84,222,0.8610595753452897,2.380952380952381
Дилтиазем,Тахикардия,1,51,218,0.8605667463298053,1.9607843137254901
Тамсулозин,Гиперкалиемия,1,53,210,0.8602113876576882,1.8867924528301887
Атенолол,Гипогликемия,2,96,195,0.8586604323038431,2.083333333333333
Леветирацетам,Сыпь,1,45,247,0.8585591539986781,2.2222222222222223
Тразодон,Сыпь,1,45,247,0.8585591539986781,2.2222222222222223
Клопидогрел,Повышение печёночных ферментов,1,55,203,0.8579680598029222,1.8181818181818181
Нифедипин,Брадикардия,1,50,224,0.8537048335706054,2.0
Апиксабан,Брадикардия,1,50,224,0.8537048335706054,2.0
Дилтиазем,Нарушение зрения,1,51,220,0.8524549493673741,1.9607843137254901
Клонидин,Нарушение зрения,1,51,220,0.8524549493673741,1.9607843137254901
Кандесартан,Тошнота,2,85,222,0.8506117017665349,2.3529411764705883
Апиксабан,Головная боль,1,50,225,0.8497671593439967,2.0
Азитромицин,Изжога,1,51,221,0.8484542331784198,1.9607843137254901
Топирамат,Головокружение,2,92,206,0.8474381661240865,2.1739130434782608
Рилменидин,Кашель,1,58,195,0.8473231250698557,1.7241379310344827
Гидралазин,Кашель,1,58,195,0.8473231250698557,1.7241379310344827
Гидралазин,Гипогликемия,1,58,195,0.8473231250698557,1.7241379310344827
Апиксабан,Диарея,1,50,226,0.8458644090573137,2.0
Эплеренон,Головокружение,1,55,206,0.845041183954999,1.8181818181818181
Дилтиазем,Гипотензия,1,51,222,0.8444896408376729,1.9607843137254901
Амилорид,Тошнота,1,51,222,0.8444896408376729,1.9607843137254901
Диазепам,Повышение печёночных ферментов,1,56,203,0.8423757090423758,1.7857142857142856
Эноксапарин,Повышение печёночных ферментов,1,56,203,0.8423757090423758,1.7857142857142856
Ибупрофен,Лейкопения,2,84,227,0.8412954377477659,2.380952380952381
Азитромицин,Нарушение вкуса,1,51,223,0.8405606852820112,1.9607843137254901
Торасемид,Сонливость,2,73,261,0.8404408693426035,2.73972602739726
Парацетамол,Гипотензия,2,86,222,0.8404111151363898,2.3255813953488373
Флуоксетин,Отёки,2,86,222,0.8404111151363898,2.3255813953488373
Амилорид,Брадикардия,1,51,224,0.8366668881653265,1.9607843137254901
Азитромицин,Брадикардия,1,51,224,0.8366668881653265,1.9607843137254901
Клонидин,Брадикардия,1,51,224,0.8366668881653265,1.9607843137254901
Фенитоин,Запор,1,53,216,0.835465694398409,1.8867924528301887
Амлодипин,Миалгия,1,53,216,0.835465694398409,1.8867924528301887
Варфарин,Аллергические реакции,1,58,198,0.8340561364887177,1.7241379310344827
Дилтиазем,Головная боль,1,51,225,0.8328077796643806,1.9607843137254901
Вальпроевая кислота,Гипогликемия,1,59,195,0.832707138619735,1.694915254237288
Метформин,Гипогликемия,1,59,195,0.832707138619735,1.694915254237288
Рамелтеон,Кашель,1,59,195,0.832707138619735,1.694915254237288
Парацетамол,Брадикардия,2,86,224,0.8325909181570373,2.3255813953488373
Фенитоин,Повышение креатинина,1,53,217,0.8314747608050149,1.8867924528301887
Цилостазол,Сонливость,1,44,261,0.8293732212588523,2.272727272727273
Миртазапин,Диарея,1,51,226,0.8289828982898289,1.9607843137254901
Ламотриджин,Сонливость,2,74,261,0.8287156999534914,2.7027027027027026
Никорандил,Гиперкалиемия,1,55,210,0.8283812484946684,1.8181818181818181
Пропранолол,Желудочно-кишечные расстройства,2,82,236,0.8281794223205181,2.4390243902439024
Амлодипин,Тахикардия,1,53,218,0.8275205254515599,1.8867924528301887
Золпидем,Тахикардия,1,53,218,0.8275205254515599,1.8867924528301887
Карведилол,Анемия,1,62,187,0.8267181063231545,1.6129032258064515
Симвастатин,Анемия,1,62,187,0.8267181063231545,1.6129032258064515
Парацетамол,Диарея,2,86,226,0.8249100565358918,2.3255813953488373
Флуоксетин,Диарея,2,86,226,0.8249100565358918,2.3255813953488373
Апиксабан,Тромбоцитопения,1,50,232,0.8231559657045617,2.0
Доксепин,Сыпь,1,47,247,0.8213701498396911,2.127659574468085
Дабигатран,Сыпь,1,47,247,0.8213701498396911,2.127659574468085
Флуоксетин,Лейкопения,2,86,227,0.8211207179312245,2.3255813953488373
Бупропион,Сыпь,2,79,247,0.8206425333420931,2.5316455696202533
Циталопрам,Нарушение зрения,1,53,220,0.8197201431825577,1.8867924528301887
Тамсулозин,Нарушение зрения,1,53,220,0.8197201431825577,1.8867924528301887
Агомелатин,Аллергические реакции,1,59,198,0.8196689386562805,1.694915254237288
Лозартан,Нарушение зрения,2,89,220,0.8188950637463223,2.247191011235955
Телмисартан,Сухость во рту,1,69,170,0.8179704153478458,1.4492753623188406
Ацетилсалициловая кислота,Сухость во рту,1,69,170,0.8179704153478458,1.4492753623188406
Валсартан,Головная боль,1,52,225,0.8165070166713517,1.9230769230769231
Циталопрам,Изжога,1,53,221,0.8158730158730159,1.8867924528301887
Золпидем,Изжога,1,53,221,0.8158730158730159,1.8867924528301887
Рилменидин,Повышение печёночных ферментов,1,58,203,0.812818035426731,1.7241379310344827
Нифедипин,Усталость,1,50,235,0.812237513730051,2.0
Золпидем,Гипотензия,1,53,222,0.8120606256046436,1.8867924528301887
Циталопрам,Гипотензия,1,53,222,0.8120606256046436,1.8867924528301887
Циталопрам,Отёки,1,53,222,0.8120606256046436,1.8867924528301887
Фенитоин,Гипотензия,1,53,222,0.8120606256046436,1.8867924528301887
Лозартан,Отёки,2,89,222,0.8112082928409459,2.247191011235955
Теразозин,Сонливость,1,45,261,0.8106062239858526,2.2222222222222223
Фенофибрат,Шум в ушах,1,56,211,0.8093342748924697,1.7857142857142856
Венлафаксин,Шум в ушах,1,56,211,0.8093342748924697,1.7857142857142856
Валсартан,Лейкопения,1,52,227,0.8090400565807241,1.9230769230769231
Нифедипин,Желудочно-кишечные расстройства,1,50,236,0.8086598468764075,2.0
Ибупрофен,Желудочно-кишечные расстройства,2,84,236,0.8078438973961362,2.380952380952381
Лозартан,Нарушение вкуса,2,89,223,0.8074169622702353,2.247191011235955
Клонидин,Тромбоцитопения,1,51,232,0.8067275410046404,1.9607843137254901
Топирамат,Запор,2,92,216,0.8066427127200607,2.1739130434782608
Дулоксетин,Аллергические реакции,1,60,198,0.8057653441123285,1.6666666666666667
Изосорбида мононитрат,Кашель,1,61,195,0.8049246850368608,1.639344262295082
Амлодипин,Брадикардия,1,53,224,0.8045381911153723,1.8867924528301887
Топирамат,Повышение креатинина,2,92,217,0.8027714040327646,2.1739130434782608
Кандесартан,Усталость,2,85,235,0.8015874033517547,2.3529411764705883
Варфарин,Головокружение,1,58,206,0.8005712472231038,1.7241379310344827
Рилменидин,Головокружение,1,58,206,0.8005712472231038,1.7241379310344827
Клоназепам,Изжога,1,54,221,0.8004958992942972,1.8518518518518516
Вальпроевая кислота,Повышение печёночных ферментов,1,59,203,0.7987970876859766,1.694915254237288
Агомелатин,Повышение печёночных ферментов,1,59,203,0.7987970876859766,1.694915254237288
Тамсулозин,Диарея,1,53,226,0.7971491922711434,1.8867924528301887
Клопидогрел,Тахикардия,1,55,218,0.7968997152799748,1.8181818181818181
Клонидин,Усталость,1,51,235,0.7960269374485422,1.9607843137254901
Дилтиазем,Усталость,1,51,235,0.7960269374485422,1.9607843137254901
Флуоксетин,Метеоризм,2,86,234,0.7955080486097855,2.3255813953488373
Атенолол,Гиперкалиемия,2,96,210,0.7949830611701115,2.083333333333333
Периндоприл,Сухость во рту,1,71,170,0.7945145295926693,1.4084507042253522
Клоназепам,Нарушение вкуса,1,54,223,0.7930484091147747,1.8518518518518516
Амилорид,Желудочно-кишечные расстройства,1,51,236,0.7925206533392192,1.9607843137254901
Азитромицин,Желудочно-кишечные расстройства,1,51,236,0.7925206533392192,1.9607843137254901
Клонидин,Желудочно-кишечные расстройства,1,51,236,0.7925206533392192,1.9607843137254901
Изосорбида мононитрат,Аллергические реакции,1,61,198,0.7923213725285072,1.639344262295082
Симвастатин,Кашель,1,62,195,0.7917110790645181,1.6129032258064515
Доксазозин,Кашель,1,62,195,0.7917110790645181,1.6129032258064515
Карведилол,Гипогликемия,1,62,195,0.7917110790645181,1.6129032258064515
Атенолол,Шум в ушах,2,96,211,0.7910621156444546,2.083333333333333
Эноксапарин,Миалгия,1,56,216,0.7899291402771682,1.7857142857142856
Диазепам,Запор,1,56,216,0.7899291402771682,1.7857142857142856
Эноксапарин,Запор,1,56,216,0.7899291402771682,1.7857142857142856
Фенофибрат,Запор,1,56,216,0.7899291402771682,1.7857142857142856
Залеплон,Миалгия,1,56,216,0.7899291402771682,1.7857142857142856
Фенофибрат,Миалгия,1,56,216,0.7899291402771682,1.7857142857142856
Венлафаксин,Запор,1,56,216,0.7899291402771682,1.7857142857142856
Розувастатин,Нарушение зрения,1,55,220,0.7893878915801132,1.8181818181818181
Эплеренон,Нарушение зрения,1,55,220,0.7893878915801132,1.8181818181818181
Вальпроевая кислота,Головокружение,1,59,206,0.7867614947906918,1.694915254237288
Флувоксамин,Головокружение,1,59,206,0.7867614947906918,1.694915254237288
Залеплон,Повышение креатинина,1,56,217,0.7861556706822297,1.7857142857142856
Эноксапарин,Повышение креатинина,1,56,217,0.7861556706822297,1.7857142857142856
Миноксидил,Повышение печёночных ферментов,1,60,203,0.7852474323062558,1.6666666666666667
Дулоксетин,Повышение печёночных ферментов,1,60,203,0.7852474323062558,1.6666666666666667
Клоназепам,Диарея,1,54,226,0.7821248730754087,1.8518518518518516
Эплеренон,Тошнота,1,55,222,0.782011721581378,1.8181818181818181
Никорандил,Гипотензия,1,55,222,0.782011721581378,1.8181818181818181
Эплеренон,Отёки,1,55,222,0.782011721581378,1.8181818181818181
Никорандил,Отёки,1,55,222,0.782011721581378,1.8181818181818181
Розувастатин,Отёки,1,55,222,0.782011721581378,1.8181818181818181
Розувастатин,Тошнота,1,55,222,0.782011721581378,1.8181818181818181
Гидралазин,Шум в ушах,1,58,211,0.7809356604358152,1.7241379310344827
Валсартан,Усталость,1,52,235,0.7804458981100048,1.9230769230769231
Лоразепам,Аллергические реакции,1,62,198,0.779314603272615,1.6129032258064515
Симвастатин,Аллергические реакции,1,62,198,0.779314603272615,1.6129032258064515
Метопролол,Аллергические реакции,1,62,198,0.779314603272615,1.6129032258064515
Эплеренон,Нарушение вкуса,1,55,223,0.778373363570766,1.8181818181818181
Розувастатин,Нарушение вкуса,1,55,223,0.778373363570766,1.8181818181818181
Топирамат,Брадикардия,2,92,224,0.7766465950710782,2.1739130434782608
Золпидем,Тромбоцитопения,1,53,232,0.7757482258562172,1.8867924528301887
Доксепин,Сонливость,1,47,261,0.7754937774750789,2.127659574468085
Дексаметазон,Сонливость,1,47,261,0.7754937774750789,2.127659574468085
Дулоксетин,Головокружение,1,60,206,0.7734159357173527,1.6666666666666667
Торасемид,Сухость во рту,1,73,170,0.7723527616722612,1.36986301369863
Эсзопиклон,Сухость во рту,1,73,170,0.7723527616722612,1.36986301369863
Верапамил,Повышение печёночных ферментов,1,61,203,0.7721456994184267,1.639344262295082
Атенолол,Запор,2,96,216,0.772005772005772,2.083333333333333
Диазепам,Изжога,1,56,221,0.7714040571183428,1.7857142857142856
Фенофибрат,Изжога,1,56,221,0.7714040571183428,1.7857142857142856
Венлафаксин,Изжога,1,56,221,0.7714040571183428,1.7857142857142856
Метформин,Гиперкалиемия,1,59,210,0.7712502294841196,1.694915254237288
Нифедипин,Сыпь,1,50,247,0.7712213412010572,2.0
Ибупрофен,Сыпь,2,84,247,0.7702894525705117,2.380952380952381
Фенитоин,Метеоризм,1,53,234,0.7688589782808198,1.8867924528301887
Залеплон,Гипотензия,1,56,222,0.7677994021109145,1.7857142857142856
Венлафаксин,Тошнота,1,56,222,0.7677994021109145,1.7857142857142856
Никорандил,Диарея,1,55,226,0.7676519050428202,1.8181818181818181
Розувастатин,Диарея,1,55,226,0.7676519050428202,1.8181818181818181
Агомелатин,Шум в ушах,1,59,211,0.7674645228089408,1.694915254237288
Аторвастатин,Гипогликемия,1,64,195,0.766532396818007,1.5625
Фенитоин,Усталость,1,53,235,0.7654584221748401,1.8867924528301887
Циталопрам,Усталость,1,53,235,0.7654584221748401,1.8867924528301887
Фенофибрат,Нарушение вкуса,1,56,223,0.7642271484968115,1.7857142857142856
Диазепам,Нарушение вкуса,1,56,223,0.7642271484968115,1.7857142857142856
Никорандил,Лейкопения,1,55,227,0.7641411993438241,1.8181818181818181
Нифедипин,Бессонница,1,50,250,0.7615837736078217,2.0
Эноксапарин,Брадикардия,1,56,224,0.7606868613580023,1.7857142857142856
Венлафаксин,Брадикардия,1,56,224,0.7606868613580023,1.7857142857142856
Ибупрофен,Бессонница,2,84,250,0.760624352173648,2.380952380952381
Эдоксабан,Головокружение,1,61,206,0.7605115521505701,1.639344262295082
Гидралазин,Повышение креатинина,1,58,217,0.7585701375640124,1.7241379310344827
Варфарин,Повышение креатинина,1,58,217,0.7585701375640124,1.7241379310344827
Дулоксетин,Гиперкалиемия,1,60,210,0.7581677062233008,1.6666666666666667
Рилменидин,Тахикардия,1,58,218,0.7549625187406296,1.7241379310344827
Гидралазин,Тахикардия,1,58,218,0.7549625187406296,1.7241379310344827
Дулоксетин,Шум в ушах,1,60,211,0.7544461965308689,1.6666666666666667
Фенофибрат,Диарея,1,56,226,0.7537004854078025,1.7857142857142856
Венлафаксин,Диарея,1,56,226,0.7537004854078025,1.7857142857142856
